A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,class
0.344646644,7.321316150416145e-2,4.7521708e-2,0.4401716170864736,0.35519291067461795,3.608806568847677e-2,0.0,5.683063834618121e-2,1.04220487578625e-2,5.059165116856411e-4,0.0,0.0,0.1311505275158226,0.11480499088958038,0.3826397649053953,0.19291264164075453,0.19368144831605624,0.25355801037659725,0.22167703657646307,0.48293985802281136,0.477912941607804,0.43692553958402347,0.5284890574493073,0.23578502026402082,0.2440594532254812,0.26380066710308736,0.2803399101282597,0.2820074906564021,0.4318570713401586,0.16370688889144744,0.3749698492488388,0.5297892177598676,0.4962413718984031,0.42211439823107105,0.5931057260152641,0.2466117787976841,0.4049198418651827,0.18921874688313656,0.3494650889469816,0.6713837105382374,0.9628470274931669,0.6877796585276833,0.21109113241967997,0.47078697083218685,0.4387778614674564,0.7190940036012721,0.8838964397739233,0.6365928328545721,0.2174826963049806,0.4809604995024934,0.4962418181344377,0.9088063428192311,0.37605604247170993,0.8379185269140382,0.40959295085004654,0.7529796886164678,0.3181054718439717,0.9022707289778109,0.380331314319154,0.14855555748309043,0.191864146974947,0.286295741247818,1
0.165329348,0.0,4.8235597e-2,0.770848032162936,1.0,1.527787694890066e-2,0.0,0.12725475378095427,1.0,1.5397642962470572e-2,0.0,0.0,8.40372472045937e-2,0.1310464518632895,0.0,0.3053491818695216,0.2989190620309941,0.32733718210551077,0.34829033186726455,0.5376300155586866,0.552026410959705,0.4672593734283176,0.5940982703102463,0.33445642920266144,0.33941741416716975,0.33007066248874956,0.39542213350499034,0.40225869222781324,0.44809359788714986,0.31177532168663896,0.46499135012169734,0.5665219899924715,0.438145126236313,0.5089008899143024,0.5974249242075038,0.3196937497063447,0.4387848391983827,0.25308905903653156,0.42051976903141275,0.6462043758526144,0.9542109009221059,0.5334268162004108,0.19744020646222463,0.5240985540006499,0.5068616256530771,0.7151048759192938,0.8509733599351138,0.5053231292978151,0.1645959721761673,0.5144725915488426,0.43860028591292394,0.8377158363216991,0.19570552953671236,0.6416402456109732,0.25658931626725967,0.6205981763874832,0.18514833266101685,0.8382116451926518,0.1963908098643387,0.21689395431829275,1.0,0.21725756892296105,0
0.457010481,3.9965323099203795e-2,0.242887859,0.3250854519043788,0.0,0.0,0.0,0.0,0.0,6.666598091243731e-3,0.0,0.0,0.12690640139882453,8.569452895126622e-2,0.3916949490272905,0.2019408116800373,0.23824972838069033,0.24319529516506086,0.24406798126001444,0.48129199311994286,0.6138525534741044,0.38326674007208617,0.5663267204018401,0.23412800246827797,0.30597247375747727,0.23609275740509833,0.29935213559469537,0.30169932599861105,0.38390979315595736,0.22870698048076157,0.3686537053753647,0.6107524668380675,0.5593262787620925,0.48283746105335795,0.6786717422571719,0.2702537147863776,0.37898190484291366,0.22943005828957147,0.3585270245817952,0.6840435155621724,0.9602796951119477,0.6698604132783875,0.20422090643216032,0.46917978802251653,0.5636120808365871,0.7146861339269145,0.9082071308139839,0.6482835415842293,0.1703363974423999,0.5544315194867957,0.5592591482488103,0.9043244067211501,0.5011315848947479,0.7416580859662816,0.6136244237530698,0.7910722740994003,0.40150443230650257,0.862255161312291,0.5277342194704023,0.16502217358900376,0.47017956704935054,0.3660848418408389,0
0.513243866,0.1357633519273491,0.21378087,0.384585927746629,0.15870690406850702,0.0,0.0,2.2986398748188946e-2,7.401404602366455e-3,4.8920400523452985e-3,0.0,7.215067378757236e-4,0.0,3.358355372864563e-3,0.15537510178100147,0.23769926268540786,0.217324863364332,0.2911874221621954,0.2659251266223352,0.5099898028477335,0.5378467040352372,0.4430432156833725,0.5676468773375712,0.22036571921150513,0.20455111185755182,0.2637481856532478,0.254241629036314,0.29525992585120764,0.1768852244401909,0.38679439133957305,0.2780499570984402,0.5718965851735595,0.360261021055654,0.5689949789703472,0.5704516230535771,0.2567381063532167,0.16177544953195022,0.3293948222713523,0.26577241154726244,0.7298201412792145,0.9555322729998823,0.6398261939668092,0.20852511266109286,0.49718031170712973,0.49370680346724816,0.7120642215016867,0.8624722646787302,0.6317893230274287,0.11861445662367644,0.5191568299352495,0.3598984138830277,0.9370072599271189,0.5431636270217811,0.8487889874635622,0.6021493814069354,0.7713744776047258,0.46242238489387383,0.9037843821453098,0.5654364921217473,0.1289983087624714,0.281333469752733,0.30308565695136974,1
0.390319468,0.2247445522746221,0.272883628,0.5704010695353773,0.0,0.0,0.0,0.0,0.0,7.444078593677097e-4,0.0,6.95918095292018e-4,0.10916061390969169,0.12334198791047378,0.6429074816957526,0.19269979694234055,0.17736184075367953,0.2606875600732407,0.21598129574226294,0.44395290197711135,0.458623317684706,0.40249682709629714,0.49138384706363075,0.2312520447760243,0.19374318954457928,0.2799905282853647,0.25990508948147234,0.29784301197032204,0.4403110007967314,0.1781194818963302,0.38945257287077006,0.5428507648575998,0.45994512871183507,0.46365661672980196,0.5884196792890494,0.26144339494274216,0.3952953599786001,0.2109226044067192,0.35765892911198444,0.6584459736035218,0.9540749213290867,0.6476798327895315,0.24785564226922324,0.4328020160251475,0.4209887740748222,0.704525158871669,0.873737549359559,0.6266934407203344,0.22723344103464113,0.49280569817544195,0.45993935461667684,0.9412267757116745,0.41122149495346627,0.8761562820284773,0.4436278949340931,0.778610612214164,0.3484016807495579,0.8972194537278867,0.43315808962608027,0.10696874613621002,0.38112993131714346,0.6432013575168978,1
0.553354263,0.22516408305863236,9.4314508e-2,0.0,0.0,0.0,0.0,0.0,0.0,2.0796586769578098e-2,0.0,0.0,0.0,1.3969632745832367e-2,0.5257240785920282,0.1993675758253959,0.26430068441570326,0.22867347891328485,0.25080259039795727,0.45215173489108834,0.459883810944243,0.41080441604757156,0.4983812708646761,0.22406710575004052,0.2690872071678937,0.2407091081267421,0.2786607780447589,0.2642879644717965,0.1889253172230383,0.3355942718995911,0.2616140962401167,0.5362687606224114,0.32037861142306034,0.5505543010859696,0.5279754715294516,0.23684658676695697,0.20051425497240322,0.2865990423440294,0.26453222804543886,0.6835874240266944,0.9559861644511618,0.6577528070796297,0.24076497893616106,0.4407866443591384,0.42233112715987653,0.7163581141250478,0.9034947591777328,0.6485673200527492,0.12029175518583782,0.4867864847156473,0.32012930083772523,0.9663712116403633,0.5678179847031577,0.782588747928798,0.704125177669486,0.9180114295228251,0.4189242673120905,0.9313642348629987,0.5915733515106115,7.358500179682329e-2,0.5139942699558644,0.24669434395341092,1
0.543617703,0.14090319833505616,0.329240979,0.13263487250185263,0.10507625198753752,0.2117351980345971,2.87611e-4,0.0,0.0,1.2487611096124633e-2,0.0,0.0,0.0,8.240670597831599e-3,0.2647110283385457,0.2305984006056708,0.25380997868702004,0.26707860370045655,0.2725270424860327,0.5028219372207965,0.566964561124391,0.4242444161203805,0.5702372116292805,0.26419813489377314,0.29439806244088934,0.27330331647441686,0.3210235355430954,0.2748257002880369,0.19146244489635914,0.34767231254765507,0.26996644523269187,0.4983061948162292,0.4300415081077374,0.42696583640919167,0.5432543228028345,0.24052724764784408,0.24523870795599031,0.26702050725834237,0.28434690034149585,0.6695283806699243,0.9514754562216927,0.6268089825909318,0.24843327253083655,0.4903875941783463,0.5197392399626626,0.7232157111306591,0.853465722612597,0.5896717633113664,0.15687744358947525,0.45255910325522286,0.4292825515486288,0.9381900406917777,0.5745828249586251,0.773628865945931,0.6997471498762448,0.8879504441273526,0.4254859359854145,0.925100454584097,0.5850993220924662,9.82569815741923e-2,0.22076480969749715,0.2022439294568208,1
0.510725932,0.2549241676950694,0.11322665,0.3236032564121107,0.16758581873976,0.3549243835054758,0.294736866,0.0,0.0,2.4466997050599914e-2,4.3088915402404906e-2,0.0,0.0,1.5169047683677406e-2,0.4015119417597441,0.20475117007091792,0.323420167569603,0.20781939657447057,0.2751689368372796,0.4405590002511393,0.7151910520865566,0.3009188631326311,0.5625677236539756,0.23104882371338714,0.35528212824062333,0.2121315304900635,0.3130027488176501,0.2719127154461005,0.22185803273993845,0.3192912184586389,0.28059731049053305,0.500326552063622,0.450649193957543,0.4154794065313827,0.5529622673093462,0.23785506802998935,0.25160884142983514,0.2606535436667721,0.2846203870143697,0.6779397827063943,0.9395592881959167,0.6189299628870738,0.3094103195555883,0.4296219145499572,0.6563923648056639,0.7196495303150381,0.8629771412158681,0.5995217385140115,0.1722245944129898,0.4542678227117677,0.4502418732275188,0.9242726678061917,0.5479458815801134,0.8115370187719941,0.6267001345930425,0.8138143182076426,0.4361570836288217,0.9080229548720076,0.5600360464006334,0.12817304106560684,0.35609006552848554,0.27684682067872707,1
0.512959763,0.41956320921366436,0.251530554,0.2720475708953516,0.0,0.0,0.0,0.0,0.0,2.9685753807875335e-2,3.740082728600414e-3,0.0,0.44622539372927145,0.2582688925460459,0.18588879377109346,0.27029983818862807,0.3374090801172221,0.27218894117244796,0.3329521163985108,0.3961358587215726,0.4524318936569884,0.35360269261774663,0.4509078874404034,0.3523330721522996,0.3259358116181451,0.3549561228469276,0.4061290849011618,0.481716839885257,0.5927358852411757,0.30177368885169603,0.5801974686644079,0.5581970458122529,0.5433141078670398,0.4263854446803057,0.6330504481341769,0.3867946815688302,0.34548570480556934,0.37764656926063633,0.4388112899114626,0.4453317765846703,0.9289523930370489,0.45737371493999257,0.24829858950506645,0.3953028738868878,0.40121305308068334,0.5696480262310959,0.6951723812081736,0.4316806956828249,0.16564901660906,0.5128213558624892,0.5357309609402757,0.9678944275728029,0.5255392756184939,0.8553542491319218,0.5971968331012452,0.9803048665167698,0.36366582298015065,0.9432999216861743,0.5414500520003785,6.912422885327117e-2,0.3013018588206669,0.41215643854496886,1
0.565021103,0.24080253994890846,0.340475427,5.041000456666345e-2,0.0,0.0,0.0,0.0,0.0,2.941923614808447e-3,0.0,0.0,0.16523836309288267,1.847096146479247e-2,0.13399954166337288,0.18860778724058563,0.18894544605928815,0.25105193672713894,0.216590184968332,0.5559624720719556,0.3263970680425742,0.5730406131732833,0.5439170671810674,0.23121689821028582,0.15402401875517832,0.2965840812039507,0.2467772994283324,0.2570604591666446,0.21151416066743195,0.3077182265572258,0.2660090039168923,0.647557716185741,0.31345218015234966,0.6979874812997837,0.6083350305039487,0.24753098922787634,0.18776950102693002,0.3053135077388217,0.2682415545812453,0.6794876740245441,0.974169275742779,0.746791282945035,0.17409549866568483,0.5419675839995398,0.299682363673655,0.7098022322454385,0.9463247142523254,0.7247206612259853,7.684235530006385e-2,0.587832669425771,0.31318627473548605,0.9229888071058071,0.6070411069257127,0.8206409194900969,0.6856330021519661,0.7605201078484694,0.5163382685945878,0.9119625110031536,0.6168968897236573,0.1739408391522535,0.20273790793413002,0.23135700782224777,1
