A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,class
0.18990120746432496,0.343820224719101,0.33443928334439277,0.34060846560846564,0.45064724919093857,0.47012578616352196,0.308,0.4478632478632478,0.4716342082980525,0.31220177232447166,0.18990120746432496,0.2786610878661088,0.2739463601532567,0.3554555680539933,0.3252662149080349,0.3121212121212121,0.3257080610021787,0.2876588021778584,0.29914529914529914,0.2345103264490339,0.18990120746432496,0.26035868893011743,0.25,0.2921282798833819,0.3825301204819277,0.4329588014981273,0.2506172839506173,0.3514739229024943,0.3821510297482837,0.29171817058096416,0.18990120746432496,0.284380833851898,0.3758642363293526,0.3149327671620666,0.41190667739340303,0.4472934472934473,0.30891238670694865,0.39190283400809717,0.4471992653810837,0.35637583892617447,2
0.31174533479692645,0.4531835205992509,0.4837425348374253,0.46494708994709,0.5784789644012945,0.5778301886792453,0.4366666666666667,0.5495726495726496,0.5825571549534293,0.4376278118609407,0.31174533479692645,0.40753138075313816,0.5344827586206897,0.4769403824521935,0.5363020329138433,0.5646464646464646,0.4335511982570806,0.44373865698729575,0.4757834757834758,0.4290473017988008,0.31174533479692645,0.33580705009276435,0.3131188118811881,0.3650145772594752,0.41566265060240964,0.450187265917603,0.341358024691358,0.39455782312925164,0.4157131960335621,0.3275648949320149,0.31174533479692645,0.3714996888612321,0.4883720930232558,0.39348903043170563,0.5092518101367659,0.5954415954415955,0.3768882175226586,0.47530364372469636,0.5528007346189165,0.45503355704697984,2
0.26673984632272224,0.46741573033707856,0.36960849369608495,0.4371693121693122,0.5137540453074434,0.4779874213836478,0.39866666666666667,0.5094017094017094,0.4885690093141406,0.2992501704158146,0.26673984632272224,0.3631799163179917,0.2771392081736909,0.4454443194600675,0.3378509196515006,0.29191919191919186,0.4128540305010893,0.31215970961887474,0.30389363722697055,0.23317788141239168,0.26673984632272224,0.3209647495361781,0.2568069306930693,0.33760932944606414,0.39759036144578314,0.4314606741573034,0.31172839506172845,0.38926681783824635,0.3958810068649885,0.3028430160692213,0.26673984632272224,0.3528313627878034,0.4173475801382778,0.37367303609341834,0.4537409493161705,0.4938271604938272,0.3851963746223565,0.44534412955465585,0.5078053259871442,0.41812080536912755,2
9.824368825466523e-2,0.1647940074906366,0.2694094226940942,0.15277777777777785,0.25404530744336573,0.23899371069182385,0.12933333333333338,0.22991452991452985,0.23708721422523282,0.21472392638036814,9.824368825466523e-2,7.44769874476988e-2,0.1251596424010217,8.99887514060742e-2,9.777347531461772e-2,0.11919191919191918,8.387799564270147e-2,6.533575317604351e-2,7.312440645773975e-2,8.261159227181872e-2,9.824368825466523e-2,0.13976499690785404,0.1485148514851485,0.1673469387755102,0.21987951807228917,0.25992509363295885,0.12777777777777777,0.1957671957671957,0.21128909229595721,0.15883807169344877,9.824368825466523e-2,0.14810205351586808,0.27027027027027023,0.17338995046001424,0.29123089300080446,0.365622032288699,0.1684290030211481,0.26072874493927123,0.3195592286501378,0.25704697986577185,2
0.19209659714599345,0.38951310861423216,0.37757133377571334,0.39682539682539686,0.49271844660194175,0.5141509433962264,0.36000000000000004,0.48547008547008547,0.5215918712955122,0.3776414451261077,0.19209659714599345,0.30627615062761504,0.3109833971902938,0.42857142857142855,0.3630203291384318,0.3808080808080808,0.40413943355119825,0.3348457350272232,0.3713200379867047,0.3204530313124583,0.19209659714599345,0.28695114409400124,0.2728960396039604,0.33994169096209914,0.4329819277108433,0.5146067415730337,0.295679012345679,0.4126984126984127,0.4622425629290617,0.34177997527812115,0.19209659714599345,0.33229620410703176,0.4877435575109994,0.3644727530077849,0.5140788415124699,0.55650522317189,0.36631419939577037,0.502834008097166,0.5702479338842975,0.4798657718120805,2
8.068057080131724e-2,0.23520599250936325,0.38221632382216325,0.25793650793650796,0.4223300970873787,0.4371069182389937,0.20933333333333337,0.39316239316239315,0.44030482641828955,0.37627811860940696,8.068057080131724e-2,8.619246861924694e-2,0.1800766283524904,0.12260967379077614,0.1694094869312682,0.204040404040404,0.10784313725490192,0.12704174228675136,0.15384615384615377,0.1552298467688207,8.068057080131724e-2,0.11750154607297461,0.1590346534653466,0.15335276967930028,0.22816265060240967,0.29588014981273414,0.1185185185185185,0.21164021164021157,0.2524790236460716,0.21569839307787403,8.068057080131724e-2,0.20535158680771629,0.37209302325581395,0.23354564755838644,0.3773129525341914,0.4301994301994303,0.22280966767371604,0.3595141700404858,0.42699724517906346,0.36845637583892615,2
0.17727771679473103,0.35880149812734075,0.351692103516921,0.3736772486772487,0.48705501618122987,0.5070754716981132,0.336,0.47264957264957264,0.5012701100762066,0.31220177232447166,0.17727771679473103,0.2728033472803348,0.2886334610472542,0.3667041619797525,0.34462729912875123,0.3515151515151515,0.32026143790849676,0.29673321234119776,0.32098765432098764,0.257161892071952,0.17727771679473103,0.3209647495361781,0.3131188118811881,0.3638483965014577,0.49623493975903615,0.5640449438202247,0.2845679012345679,0.43159486016628873,0.4744469870327993,0.30160692212608164,0.17727771679473103,0.3372744243932794,0.4632306725329981,0.37154989384288756,0.48350764279967823,0.49857549857549865,0.3731117824773414,0.4931174089068826,0.5436179981634528,0.47382550335570467,2
0.2458836443468716,0.4344569288389512,0.44193762441937623,0.4312169312169313,0.5711974110032362,0.5487421383647798,0.4053333333333333,0.5752136752136752,0.5850973751058426,0.4233128834355828,0.2458836443468716,0.34644351464435147,0.3167305236270754,0.4330708661417323,0.38722168441432725,0.37575757575757573,0.3976034858387799,0.3448275862068965,0.365622032288699,0.2804796802131912,0.2458836443468716,0.3048855905998763,0.2314356435643565,0.3259475218658892,0.3878012048192771,0.4337078651685393,0.3037037037037037,0.38548752834467115,0.3913043478260869,0.273176761433869,0.2458836443468716,0.3777224642190417,0.4035197988686361,0.39490445859872614,0.43523732904263873,0.41405508072174746,0.3972809667673716,0.4493927125506073,0.48484848484848486,0.4033557046979866,2
0.12074643249176727,0.32059925093632957,0.3669542136695421,0.3472222222222222,0.47411003236245963,0.514937106918239,0.2793333333333334,0.4418803418803418,0.4970364098221846,0.36264485344239944,0.12074643249176727,0.17991631799163185,0.22860791826309068,0.2688413948256468,0.26427879961277834,0.30202020202020197,0.23638344226579527,0.2232304900181488,0.2773029439696106,0.257161892071952,0.12074643249176727,0.18552875695732834,0.23452970297029702,0.24956268221574346,0.36596385542168675,0.4666666666666667,0.20802469135802468,0.3333333333333333,0.3951182303585049,0.3090234857849197,0.12074643249176727,0.2644679527069073,0.387806411062225,0.3121019108280255,0.4368463395012067,0.48433048433048437,0.31268882175226587,0.43562753036437246,0.5160697887970616,0.43892617449664423,2
0.1909989023051592,0.41048689138576777,0.45122760451227606,0.4126984126984128,0.5622977346278317,0.5605345911949685,0.3466666666666667,0.5136752136752137,0.5453005927180355,0.3980913428766189,0.1909989023051592,0.33807531380753136,0.3084291187739464,0.4600674915635546,0.3891577928363989,0.3707070707070707,0.4095860566448802,0.34029038112522686,0.3703703703703704,0.2918054630246502,0.1909989023051592,0.2418058132343847,0.21596534653465352,0.28279883381924203,0.3471385542168674,0.42771535580524345,0.23456790123456792,0.31292517006802717,0.3638443935926773,0.2688504326328801,0.1909989023051592,0.2930927193528314,0.3211816467630421,0.3368719037508847,0.38294448913917933,0.41880341880341887,0.3398791540785498,0.3813765182186235,0.44995408631772277,0.3550335570469798,2
